"family","genus","species","lme","fao","level","FB_E_Code","source","type.length","taxo","b","a"
"Moridae","Lepidion","schmidti",8,27,"species",232,"fb","TL","spe-Ocean",3.21799993515015,0.00459000002592802
"Rajidae","Leucoraja","",8,27,"genus",232,"fb","TL","gen-FAO",3.31100002924601,0.00191666667039196
"Liparidae","Paraliparis","calidus",8,27,"species",232,"fb","TL","fam-Ocean",3.14856873452663,0.0151405590804643
"Clupeidae","Alosa","aestivalis",8,27,"species",232,"fb","TL","gen-FAO",3.00114814440409,0.0147885183665763
"Myctophidae","Benthosema","glaciale",7,27,"species",233,"fb","TL","fam-LME",3,0.00682999985292554
"Stichaeidae","Anisarchus","medius",8,27,"species",232,"fb","TL","fam-Ocean",2.73141430105482,0.039298572377967
"Phycidae","Urophycis","",8,27,"genus",232,"fb","TL","gen-Ocean",3.17340002059937,0.00466874404810369
"Myctophidae","Notoscopelus","",8,27,"genus",232,"fb","TL","fam-FAO",2.98000001907349,0.00510000018402934
"Myctophidae","Ceratoscopelus","maderensis",7,27,"species",233,"fb","TL","fam-LME",3,0.00682999985292554
"Myctophidae","Myctophum","punctatum",7,27,"species",233,"fb","TL","spe-Ocean",3,0.00803690031170845
"Myctophidae","Diaphus","dumerilii",7,27,"species",233,"fb","TL","spe-Ocean",3.01799988746643,0.00595000013709068
"Myctophidae","Hygophum","hygomii",7,27,"species",233,"fb","TL","fam-LME",3,0.00682999985292554
"Paralepididae","Paralepis","",7,27,"genus",233,"fb","TL","fam-Ocean",2.94599997997284,0.00265999999828637
"Congridae","Conger","conger",7,27,"species",233,"fb","TL","spe-FAO",3.23628572055272,0.000925571441517345
"Phycidae","Urophycis","regia",7,27,"species",233,"fb","TL","gen-LME",3.08100008964539,0.00583000015467405
"Ceratiidae","Ceratias","holboelli",8,27,"species",232,NA,NA,NA,NA,NA
NA,NA,"",7,27,"family",233,NA,NA,NA,NA,NA
NA,NA,"",7,27,"family",233,NA,NA,NA,NA,NA
NA,NA,"",8,27,"family",232,NA,NA,NA,NA,NA
"Platytroctidae","Holtbyrnia","anomala",8,27,"species",232,NA,NA,NA,NA,NA
"Bathysauridae","Bathysaurus","ferox",8,27,"species",232,NA,NA,NA,NA,NA
"Derichthyidae","Derichthys","serpentinus",8,27,"species",232,NA,NA,NA,NA,NA
"Derichthyidae","Nessorhamphus","ingolfianus",8,27,"species",232,NA,NA,NA,NA,NA
"Rondeletiidae","Rondeletia","loricata",8,27,"species",232,NA,NA,NA,NA,NA
"Omosudidae","Omosudis","lowii",8,27,"species",232,NA,NA,NA,NA,NA
"Howellidae","Howella","brodiei",8,27,"species",232,NA,NA,NA,NA,NA
